,username1,username2,link1,link2,comparison_type,ssim,features2d,stage,link1_change,link2_change,ssim_exp,ssim_exp_scale,group
2913,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/yaochoal/webapp_phase2/index.html,http://www.ironhacks.com/preview/yaochoal/webapp_phase3/index.html,complete,98.3,100.0,2,yaochoal,yaochoal,1.7000000000000028,0.017,1
2914,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Alekzu/webapp_phase2/index.html,http://www.ironhacks.com/preview/Alekzu/webapp_phase3/index.html,simple,26.9,100.0,2,Alekzu,Alekzu,73.1,0.731,1
2944,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Anvido/webapp_phase2/index.html,http://www.ironhacks.com/preview/Anvido/webapp_phase3/index.html,simple,18.7,100.0,2,Anvido,Anvido,81.3,0.813,1
2974,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Biopeligro/webapp_phase2/index.html,http://www.ironhacks.com/preview/Biopeligro/webapp_phase3/index.html,simple,40.5,100.0,2,Biopeligro,Biopeligro,59.5,0.595,1
3004,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Caadiazsi/webapp_phase2/index.html,http://www.ironhacks.com/preview/Caadiazsi/webapp_phase3/index.html,simple,45.0,100.0,2,Caadiazsi,Caadiazsi,55.0,0.55,1
3034,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/DavidsMartinez/webapp_phase2/index.html,http://www.ironhacks.com/preview/DavidsMartinez/webapp_phase3/index.html,simple,100.0,100.0,2,DavidsMartinez,DavidsMartinez,0.0,0.0,1
3064,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase2/index.html,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase3/index.html,simple,28.2,100.0,2,DiegoAraque1207,DiegoAraque1207,71.8,0.718,1
3094,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase2/index.html,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase3/index.html,simple,38.8,100.0,2,GabrielUnal,GabrielUnal,61.2,0.612,1
3124,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Gavnic/webapp_phase2/index.html,http://www.ironhacks.com/preview/Gavnic/webapp_phase3/index.html,simple,36.5,100.0,2,Gavnic,Gavnic,63.5,0.635,1
3154,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Gusgal03/webapp_phase2/index.html,http://www.ironhacks.com/preview/Gusgal03/webapp_phase3/index.html,simple,46.9,100.0,2,Gusgal03,Gusgal03,53.1,0.531,1
3184,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Joacampora/webapp_phase2/index.html,http://www.ironhacks.com/preview/Joacampora/webapp_phase3/index.html,simple,49.4,44.5,2,Joacampora,Joacampora,50.6,0.506,1
3214,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase2/index.html,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase3/index.html,simple,64.8,46.8,2,Juankmilo97,Juankmilo97,35.2,0.352,1
3244,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase2/index.html,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase3/index.html,simple,100.0,100.0,2,Jufcardenasmo,Jufcardenasmo,0.0,0.0,1
3274,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ozai98/webapp_phase2/index.html,http://www.ironhacks.com/preview/Ozai98/webapp_phase3/index.html,simple,19.1,32.4,2,Ozai98,Ozai98,80.9,0.809,1
3304,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Sariilan/webapp_phase2/index.html,http://www.ironhacks.com/preview/Sariilan/webapp_phase3/index.html,simple,100.0,100.0,2,Sariilan,Sariilan,0.0,0.0,1
3334,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bsdiaza/webapp_phase2/index.html,http://www.ironhacks.com/preview/bsdiaza/webapp_phase3/index.html,simple,34.0,100.0,2,bsdiaza,bsdiaza,66.0,0.66,1
3364,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/casc3798/webapp_phase2/index.html,http://www.ironhacks.com/preview/casc3798/webapp_phase3/index.html,simple,100.0,100.0,2,casc3798,casc3798,0.0,0.0,1
3394,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase2/index.html,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase3/index.html,simple,87.0,100.0,2,diefrodriguezcha,diefrodriguezcha,13.0,0.13,1
3424,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/facuellarg/webapp_phase2/index.html,http://www.ironhacks.com/preview/facuellarg/webapp_phase3/index.html,simple,27.6,100.0,2,facuellarg,facuellarg,72.4,0.724,1
3454,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/federgolo/webapp_phase2/index.html,http://www.ironhacks.com/preview/federgolo/webapp_phase3/index.html,simple,32.2,54.4,2,federgolo,federgolo,67.8,0.678,1
3484,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/garayf/webapp_phase2/index.html,http://www.ironhacks.com/preview/garayf/webapp_phase3/index.html,simple,100.0,100.0,2,garayf,garayf,0.0,0.0,1
3514,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jaleonro/webapp_phase2/index.html,http://www.ironhacks.com/preview/jaleonro/webapp_phase3/index.html,simple,99.4,100.0,2,jaleonro,jaleonro,0.5999999999999943,0.006,1
3544,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jsalcinar/webapp_phase2/index.html,http://www.ironhacks.com/preview/jsalcinar/webapp_phase3/index.html,simple,87.7,100.0,2,jsalcinar,jsalcinar,12.299999999999997,0.123,1
3574,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jssanchezo/webapp_phase2/index.html,http://www.ironhacks.com/preview/jssanchezo/webapp_phase3/index.html,simple,100.0,100.0,2,jssanchezo,jssanchezo,0.0,0.0,1
3604,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nviverosb/webapp_phase2/index.html,http://www.ironhacks.com/preview/nviverosb/webapp_phase3/index.html,simple,100.0,100.0,2,nviverosb,nviverosb,0.0,0.0,1
3634,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/olimita/webapp_phase2/index.html,http://www.ironhacks.com/preview/olimita/webapp_phase3/index.html,simple,98.4,100.0,2,olimita,olimita,1.5999999999999943,0.016,1
3664,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sebcamacho1703/webapp_phase2/index.html,http://www.ironhacks.com/preview/sebcamacho1703/webapp_phase3/index.html,simple,23.1,100.0,2,sebcamacho1703,sebcamacho1703,76.9,0.769,1
3694,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/serbatero/webapp_phase2/index.html,http://www.ironhacks.com/preview/serbatero/webapp_phase3/index.html,simple,99.4,100.0,2,serbatero,serbatero,0.5999999999999943,0.006,1
3724,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/xFortich/webapp_phase2/index.html,http://www.ironhacks.com/preview/xFortich/webapp_phase3/index.html,simple,96.6,100.0,2,xFortich,xFortich,3.4000000000000057,0.034,1
3754,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/yaochoal/webapp_phase2/index.html,http://www.ironhacks.com/preview/yaochoal/webapp_phase3/index.html,simple,100.0,100.0,2,yaochoal,yaochoal,0.0,0.0,1
3756,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase3/index.html,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase4/index.html,maps,100.0,100.0,3,DiegoAraque1207,DiegoAraque1207,0.0,0.0,1
3771,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase3/index.html,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase4/index.html,maps,100.0,100.0,3,GabrielUnal,GabrielUnal,0.0,0.0,1
3786,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Joacampora/webapp_phase3/index.html,http://www.ironhacks.com/preview/Joacampora/webapp_phase4/index.html,maps,33.1,39.2,3,Joacampora,Joacampora,66.9,0.669,1
3801,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase3/index.html,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase4/index.html,maps,100.0,100.0,3,Juankmilo97,Juankmilo97,0.0,0.0,1
3817,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bsdiaza/webapp_phase3/index.html,http://www.ironhacks.com/preview/bsdiaza/webapp_phase4/index.html,maps,29.6,100.0,3,bsdiaza,bsdiaza,70.4,0.704,1
3832,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/casc3798/webapp_phase3/index.html,http://www.ironhacks.com/preview/casc3798/webapp_phase4/index.html,maps,100.0,100.0,3,casc3798,casc3798,0.0,0.0,1
3847,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase3/index.html,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase4/index.html,maps,84.6,100.0,3,diefrodriguezcha,diefrodriguezcha,15.400000000000006,0.154,1
3862,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/federgolo/webapp_phase3/index.html,http://www.ironhacks.com/preview/federgolo/webapp_phase4/index.html,maps,22.2,32.4,3,federgolo,federgolo,77.8,0.778,1
3905,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nviverosb/webapp_phase3/index.html,http://www.ironhacks.com/preview/nviverosb/webapp_phase4/index.html,maps,100.0,100.0,3,nviverosb,nviverosb,0.0,0.0,1
3920,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/olimita/webapp_phase3/index.html,http://www.ironhacks.com/preview/olimita/webapp_phase4/index.html,maps,100.0,100.0,3,olimita,olimita,0.0,0.0,1
3949,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/serbatero/webapp_phase3/index.html,http://www.ironhacks.com/preview/serbatero/webapp_phase4/index.html,maps,100.0,100.0,3,serbatero,serbatero,0.0,0.0,1
3978,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/yaochoal/webapp_phase3/index.html,http://www.ironhacks.com/preview/yaochoal/webapp_phase4/index.html,maps,100.0,100.0,3,yaochoal,yaochoal,0.0,0.0,1
3979,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Alekzu/webapp_phase3/index.html,http://www.ironhacks.com/preview/Alekzu/webapp_phase4/index.html,complete,7.2,33.9,3,Alekzu,Alekzu,92.8,0.928,1
4009,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Anvido/webapp_phase3/index.html,http://www.ironhacks.com/preview/Anvido/webapp_phase4/index.html,complete,99.9,100.0,3,Anvido,Anvido,0.09999999999999432,0.001,1
4039,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Biopeligro/webapp_phase3/index.html,http://www.ironhacks.com/preview/Biopeligro/webapp_phase4/index.html,complete,100.0,100.0,3,Biopeligro,Biopeligro,0.0,0.0,1
4069,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Caadiazsi/webapp_phase3/index.html,http://www.ironhacks.com/preview/Caadiazsi/webapp_phase4/index.html,complete,100.0,100.0,3,Caadiazsi,Caadiazsi,0.0,0.0,1
4099,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/DavidsMartinez/webapp_phase3/index.html,http://www.ironhacks.com/preview/DavidsMartinez/webapp_phase4/index.html,complete,100.0,100.0,3,DavidsMartinez,DavidsMartinez,0.0,0.0,1
4129,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase3/index.html,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase4/index.html,complete,99.7,100.0,3,DiegoAraque1207,DiegoAraque1207,0.29999999999999716,0.003,1
4159,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase3/index.html,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase4/index.html,complete,100.0,100.0,3,GabrielUnal,GabrielUnal,0.0,0.0,1
4189,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Gavnic/webapp_phase3/index.html,http://www.ironhacks.com/preview/Gavnic/webapp_phase4/index.html,complete,34.5,100.0,3,Gavnic,Gavnic,65.5,0.655,1
4219,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Gusgal03/webapp_phase3/index.html,http://www.ironhacks.com/preview/Gusgal03/webapp_phase4/index.html,complete,100.0,100.0,3,Gusgal03,Gusgal03,0.0,0.0,1
4249,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Joacampora/webapp_phase3/index.html,http://www.ironhacks.com/preview/Joacampora/webapp_phase4/index.html,complete,25.2,89.2,3,Joacampora,Joacampora,74.8,0.748,1
4279,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase3/index.html,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase4/index.html,complete,99.1,100.0,3,Juankmilo97,Juankmilo97,0.9000000000000057,0.009,1
4309,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase3/index.html,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase4/index.html,complete,48.6,99.0,3,Jufcardenasmo,Jufcardenasmo,51.4,0.514,1
4339,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ozai98/webapp_phase3/index.html,http://www.ironhacks.com/preview/Ozai98/webapp_phase4/index.html,complete,86.1,98.3,3,Ozai98,Ozai98,13.900000000000006,0.139,1
4369,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Sariilan/webapp_phase3/index.html,http://www.ironhacks.com/preview/Sariilan/webapp_phase4/index.html,complete,100.0,100.0,3,Sariilan,Sariilan,0.0,0.0,1
4399,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bsdiaza/webapp_phase3/index.html,http://www.ironhacks.com/preview/bsdiaza/webapp_phase4/index.html,complete,26.6,95.8,3,bsdiaza,bsdiaza,73.4,0.734,1
4429,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/casc3798/webapp_phase3/index.html,http://www.ironhacks.com/preview/casc3798/webapp_phase4/index.html,complete,100.0,100.0,3,casc3798,casc3798,0.0,0.0,1
4459,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase3/index.html,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase4/index.html,complete,82.6,100.0,3,diefrodriguezcha,diefrodriguezcha,17.400000000000006,0.174,1
4489,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/facuellarg/webapp_phase3/index.html,http://www.ironhacks.com/preview/facuellarg/webapp_phase4/index.html,complete,27.6,100.0,3,facuellarg,facuellarg,72.4,0.724,1
4519,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/federgolo/webapp_phase3/index.html,http://www.ironhacks.com/preview/federgolo/webapp_phase4/index.html,complete,80.9,100.0,3,federgolo,federgolo,19.099999999999994,0.191,1
4549,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/garayf/webapp_phase3/index.html,http://www.ironhacks.com/preview/garayf/webapp_phase4/index.html,complete,99.8,100.0,3,garayf,garayf,0.20000000000000284,0.002,1
4579,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jaleonro/webapp_phase3/index.html,http://www.ironhacks.com/preview/jaleonro/webapp_phase4/index.html,complete,86.2,100.0,3,jaleonro,jaleonro,13.799999999999997,0.138,1
4609,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jsalcinar/webapp_phase3/index.html,http://www.ironhacks.com/preview/jsalcinar/webapp_phase4/index.html,complete,90.7,100.0,3,jsalcinar,jsalcinar,9.299999999999997,0.093,1
4639,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jssanchezo/webapp_phase3/index.html,http://www.ironhacks.com/preview/jssanchezo/webapp_phase4/index.html,complete,100.0,100.0,3,jssanchezo,jssanchezo,0.0,0.0,1
4669,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nviverosb/webapp_phase3/index.html,http://www.ironhacks.com/preview/nviverosb/webapp_phase4/index.html,complete,99.7,100.0,3,nviverosb,nviverosb,0.29999999999999716,0.003,1
4699,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/olimita/webapp_phase3/index.html,http://www.ironhacks.com/preview/olimita/webapp_phase4/index.html,complete,95.6,100.0,3,olimita,olimita,4.400000000000006,0.044,1
4729,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sebcamacho1703/webapp_phase3/index.html,http://www.ironhacks.com/preview/sebcamacho1703/webapp_phase4/index.html,complete,59.9,91.8,3,sebcamacho1703,sebcamacho1703,40.1,0.401,1
4759,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/serbatero/webapp_phase3/index.html,http://www.ironhacks.com/preview/serbatero/webapp_phase4/index.html,complete,100.0,100.0,3,serbatero,serbatero,0.0,0.0,1
4789,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/xFortich/webapp_phase3/index.html,http://www.ironhacks.com/preview/xFortich/webapp_phase4/index.html,complete,67.1,54.1,3,xFortich,xFortich,32.900000000000006,0.329,1
4819,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/yaochoal/webapp_phase3/index.html,http://www.ironhacks.com/preview/yaochoal/webapp_phase4/index.html,complete,99.7,100.0,3,yaochoal,yaochoal,0.29999999999999716,0.003,1
4820,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Alekzu/webapp_phase3/index.html,http://www.ironhacks.com/preview/Alekzu/webapp_phase4/index.html,simple,87.2,100.0,3,Alekzu,Alekzu,12.799999999999997,0.128,1
4849,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Anvido/webapp_phase3/index.html,http://www.ironhacks.com/preview/Anvido/webapp_phase4/index.html,simple,99.9,100.0,3,Anvido,Anvido,0.09999999999999432,0.001,1
4878,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Biopeligro/webapp_phase3/index.html,http://www.ironhacks.com/preview/Biopeligro/webapp_phase4/index.html,simple,100.0,100.0,3,Biopeligro,Biopeligro,0.0,0.0,1
4907,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Caadiazsi/webapp_phase3/index.html,http://www.ironhacks.com/preview/Caadiazsi/webapp_phase4/index.html,simple,100.0,100.0,3,Caadiazsi,Caadiazsi,0.0,0.0,1
4936,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/DavidsMartinez/webapp_phase3/index.html,http://www.ironhacks.com/preview/DavidsMartinez/webapp_phase4/index.html,simple,100.0,100.0,3,DavidsMartinez,DavidsMartinez,0.0,0.0,1
4965,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase3/index.html,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase4/index.html,simple,99.7,100.0,3,DiegoAraque1207,DiegoAraque1207,0.29999999999999716,0.003,1
4994,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase3/index.html,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase4/index.html,simple,100.0,100.0,3,GabrielUnal,GabrielUnal,0.0,0.0,1
5023,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Gavnic/webapp_phase3/index.html,http://www.ironhacks.com/preview/Gavnic/webapp_phase4/index.html,simple,35.6,100.0,3,Gavnic,Gavnic,64.4,0.644,1
5052,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Gusgal03/webapp_phase3/index.html,http://www.ironhacks.com/preview/Gusgal03/webapp_phase4/index.html,simple,100.0,100.0,3,Gusgal03,Gusgal03,0.0,0.0,1
5081,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Joacampora/webapp_phase3/index.html,http://www.ironhacks.com/preview/Joacampora/webapp_phase4/index.html,simple,93.9,100.0,3,Joacampora,Joacampora,6.099999999999994,0.061,1
5110,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase3/index.html,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase4/index.html,simple,99.1,100.0,3,Juankmilo97,Juankmilo97,0.9000000000000057,0.009,1
5139,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase3/index.html,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase4/index.html,simple,100.0,100.0,3,Jufcardenasmo,Jufcardenasmo,0.0,0.0,1
5168,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ozai98/webapp_phase3/index.html,http://www.ironhacks.com/preview/Ozai98/webapp_phase4/index.html,simple,86.1,98.3,3,Ozai98,Ozai98,13.900000000000006,0.139,1
5197,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Sariilan/webapp_phase3/index.html,http://www.ironhacks.com/preview/Sariilan/webapp_phase4/index.html,simple,100.0,100.0,3,Sariilan,Sariilan,0.0,0.0,1
5226,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bsdiaza/webapp_phase3/index.html,http://www.ironhacks.com/preview/bsdiaza/webapp_phase4/index.html,simple,32.7,87.0,3,bsdiaza,bsdiaza,67.3,0.673,1
5255,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/casc3798/webapp_phase3/index.html,http://www.ironhacks.com/preview/casc3798/webapp_phase4/index.html,simple,100.0,100.0,3,casc3798,casc3798,0.0,0.0,1
5284,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase3/index.html,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase4/index.html,simple,90.0,100.0,3,diefrodriguezcha,diefrodriguezcha,10.0,0.1,1
5313,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/facuellarg/webapp_phase3/index.html,http://www.ironhacks.com/preview/facuellarg/webapp_phase4/index.html,simple,27.6,100.0,3,facuellarg,facuellarg,72.4,0.724,1
5342,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/federgolo/webapp_phase3/index.html,http://www.ironhacks.com/preview/federgolo/webapp_phase4/index.html,simple,97.3,100.0,3,federgolo,federgolo,2.700000000000003,0.027,1
5371,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/garayf/webapp_phase3/index.html,http://www.ironhacks.com/preview/garayf/webapp_phase4/index.html,simple,99.8,100.0,3,garayf,garayf,0.20000000000000284,0.002,1
5400,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jaleonro/webapp_phase3/index.html,http://www.ironhacks.com/preview/jaleonro/webapp_phase4/index.html,simple,99.8,100.0,3,jaleonro,jaleonro,0.20000000000000284,0.002,1
5457,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jssanchezo/webapp_phase3/index.html,http://www.ironhacks.com/preview/jssanchezo/webapp_phase4/index.html,simple,100.0,100.0,3,jssanchezo,jssanchezo,0.0,0.0,1
5486,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nviverosb/webapp_phase3/index.html,http://www.ironhacks.com/preview/nviverosb/webapp_phase4/index.html,simple,80.2,100.0,3,nviverosb,nviverosb,19.799999999999997,0.198,1
5515,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/olimita/webapp_phase3/index.html,http://www.ironhacks.com/preview/olimita/webapp_phase4/index.html,simple,95.6,100.0,3,olimita,olimita,4.400000000000006,0.044,1
5544,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sebcamacho1703/webapp_phase3/index.html,http://www.ironhacks.com/preview/sebcamacho1703/webapp_phase4/index.html,simple,63.4,96.5,3,sebcamacho1703,sebcamacho1703,36.6,0.366,1
5573,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/serbatero/webapp_phase3/index.html,http://www.ironhacks.com/preview/serbatero/webapp_phase4/index.html,simple,100.0,100.0,3,serbatero,serbatero,0.0,0.0,1
5602,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/xFortich/webapp_phase3/index.html,http://www.ironhacks.com/preview/xFortich/webapp_phase4/index.html,simple,98.7,54.1,3,xFortich,xFortich,1.2999999999999972,0.013,1
5631,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/yaochoal/webapp_phase3/index.html,http://www.ironhacks.com/preview/yaochoal/webapp_phase4/index.html,simple,100.0,100.0,3,yaochoal,yaochoal,0.0,0.0,1
5632,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Alekzu/webapp_phase4/index.html,http://www.ironhacks.com/preview/Alekzu/webapp_phase5/index.html,maps,99.8,100.0,4,Alekzu,Alekzu,0.20000000000000284,0.002,1
5652,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase4/index.html,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase5/index.html,maps,28.5,38.7,4,DiegoAraque1207,DiegoAraque1207,71.5,0.715,1
5671,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase4/index.html,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase5/index.html,maps,23.4,70.3,4,GabrielUnal,GabrielUnal,76.6,0.766,1
5691,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Joacampora/webapp_phase4/index.html,http://www.ironhacks.com/preview/Joacampora/webapp_phase5/index.html,maps,33.1,40.7,4,Joacampora,Joacampora,66.9,0.669,1
5710,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase4/index.html,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase5/index.html,maps,26.4,100.0,4,Juankmilo97,Juankmilo97,73.6,0.736,1
5729,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase4/index.html,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase5/index.html,maps,52.2,100.0,4,Jufcardenasmo,Jufcardenasmo,47.8,0.478,1
5748,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bsdiaza/webapp_phase4/index.html,http://www.ironhacks.com/preview/bsdiaza/webapp_phase5/index.html,maps,87.6,100.0,4,bsdiaza,bsdiaza,12.400000000000006,0.124,1
5767,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/casc3798/webapp_phase4/index.html,http://www.ironhacks.com/preview/casc3798/webapp_phase5/index.html,maps,25.1,40.7,4,casc3798,casc3798,74.9,0.749,1
5804,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/federgolo/webapp_phase4/index.html,http://www.ironhacks.com/preview/federgolo/webapp_phase5/index.html,maps,100.0,100.0,4,federgolo,federgolo,0.0,0.0,1
