,username1,username2,link1,link2,comparison_type,ssim,features2d,stage,link1_change,link2_change,ssim_exp,Unnamed: 0,ssim_exp_scale
139,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/whipplem123/webapp_phase2/index.html,http://www.ironhacks.com/preview/whipplem123/webapp_phase3/index.html,simple,97.5,100.0,2,whipplem123,whipplem123,2.5,3916.0,0.025
140,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/zhao744/webapp_phase2/index.html,http://www.ironhacks.com/preview/zhao744/webapp_phase3/index.html,simple,93.6,100.0,2,zhao744,zhao744,6.400000000000006,3947.0,0.064
141,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase3/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase4/index.html,maps,25.8,100.0,3,bzin22,bzin22,74.2,3978.0,0.742
142,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ecottle/webapp_phase3/index.html,http://www.ironhacks.com/preview/ecottle/webapp_phase4/index.html,maps,29.1,100.0,3,ecottle,ecottle,70.9,3994.0,0.709
143,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/gshowal/webapp_phase3/index.html,http://www.ironhacks.com/preview/gshowal/webapp_phase4/index.html,maps,100.0,100.0,3,gshowal,gshowal,0.0,4010.0,0.0
144,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase3/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase4/index.html,maps,99.5,100.0,3,hihms,hihms,0.5,4026.0,0.005
145,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase3/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase4/index.html,maps,36.4,35.7,3,jmamaril25,jmamaril25,63.6,4042.0,0.636
146,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ko68/webapp_phase3/index.html,http://www.ironhacks.com/preview/ko68/webapp_phase4/index.html,maps,100.0,100.0,3,ko68,ko68,0.0,4058.0,0.0
147,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurenjank/webapp_phase3/index.html,http://www.ironhacks.com/preview/laurenjank/webapp_phase4/index.html,maps,100.0,100.0,3,laurenjank,laurenjank,0.0,4074.0,0.0
148,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/lennwgs/webapp_phase3/index.html,http://www.ironhacks.com/preview/lennwgs/webapp_phase4/index.html,maps,100.0,100.0,3,lennwgs,lennwgs,0.0,4090.0,0.0
149,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase3/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase4/index.html,maps,30.6,33.8,3,littlex2015,littlex2015,69.4,4106.0,0.694
150,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/matson3/webapp_phase3/index.html,http://www.ironhacks.com/preview/matson3/webapp_phase4/index.html,maps,100.0,100.0,3,matson3,matson3,0.0,4122.0,0.0
151,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nbraunec/webapp_phase3/index.html,http://www.ironhacks.com/preview/nbraunec/webapp_phase4/index.html,maps,90.1,100.0,3,nbraunec,nbraunec,9.900000000000006,4138.0,0.099
152,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase3/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase4/index.html,maps,90.5,100.0,3,noah-curran,noah-curran,9.5,4154.0,0.095
153,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/whipplem123/webapp_phase3/index.html,http://www.ironhacks.com/preview/whipplem123/webapp_phase4/index.html,maps,100.0,100.0,3,whipplem123,whipplem123,0.0,4171.0,0.0
154,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/zhao744/webapp_phase3/index.html,http://www.ironhacks.com/preview/zhao744/webapp_phase4/index.html,maps,100.0,100.0,3,zhao744,zhao744,0.0,4187.0,0.0
155,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/CampbellC2/webapp_phase3/index.html,http://www.ironhacks.com/preview/CampbellC2/webapp_phase4/index.html,complete,22.7,100.0,3,CampbellC2,CampbellC2,77.3,4219.0,0.773
156,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GeoffYart/webapp_phase3/index.html,http://www.ironhacks.com/preview/GeoffYart/webapp_phase4/index.html,complete,48.1,100.0,3,GeoffYart,GeoffYart,51.9,4249.0,0.519
157,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase3/index.html,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase4/index.html,complete,100.0,100.0,3,Ilyumzhinov,Ilyumzhinov,0.0,4279.0,0.0
158,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase3/index.html,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase4/index.html,complete,98.8,93.7,3,Jordan-Loeser,Jordan-Loeser,1.2000000000000028,4309.0,0.012
159,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase3/index.html,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase4/index.html,complete,100.0,100.0,3,LukasMMarinovic,LukasMMarinovic,0.0,4339.0,0.0
160,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/RCODI/webapp_phase3/index.html,http://www.ironhacks.com/preview/RCODI/webapp_phase4/index.html,complete,46.1,100.0,3,RCODI,RCODI,53.9,4369.0,0.539
161,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/SionHu/webapp_phase3/index.html,http://www.ironhacks.com/preview/SionHu/webapp_phase4/index.html,complete,100.0,100.0,3,SionHu,SionHu,0.0,4399.0,0.0
162,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/aclipfel/webapp_phase3/index.html,http://www.ironhacks.com/preview/aclipfel/webapp_phase4/index.html,complete,100.0,100.0,3,aclipfel,aclipfel,0.0,4429.0,0.0
163,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase3/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase4/index.html,complete,75.5,100.0,3,bzin22,bzin22,24.5,4459.0,0.245
164,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ecottle/webapp_phase3/index.html,http://www.ironhacks.com/preview/ecottle/webapp_phase4/index.html,complete,41.2,100.0,3,ecottle,ecottle,58.8,4489.0,0.588
165,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/gshowal/webapp_phase3/index.html,http://www.ironhacks.com/preview/gshowal/webapp_phase4/index.html,complete,100.0,100.0,3,gshowal,gshowal,0.0,4519.0,0.0
166,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase3/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase4/index.html,complete,99.7,100.0,3,hihms,hihms,0.2999999999999971,4549.0,0.003
167,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase3/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase4/index.html,complete,50.6,91.0,3,jmamaril25,jmamaril25,49.4,4579.0,0.494
168,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase3/index.html,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase4/index.html,complete,100.0,100.0,3,jmhunter4711,jmhunter4711,0.0,4609.0,0.0
169,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ko68/webapp_phase3/index.html,http://www.ironhacks.com/preview/ko68/webapp_phase4/index.html,complete,99.8,100.0,3,ko68,ko68,0.2000000000000028,4639.0,0.002
170,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurarotger/webapp_phase3/index.html,http://www.ironhacks.com/preview/laurarotger/webapp_phase4/index.html,complete,100.0,100.0,3,laurarotger,laurarotger,0.0,4669.0,0.0
171,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurenjank/webapp_phase3/index.html,http://www.ironhacks.com/preview/laurenjank/webapp_phase4/index.html,complete,100.0,100.0,3,laurenjank,laurenjank,0.0,4699.0,0.0
172,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/lennwgs/webapp_phase3/index.html,http://www.ironhacks.com/preview/lennwgs/webapp_phase4/index.html,complete,100.0,100.0,3,lennwgs,lennwgs,0.0,4729.0,0.0
173,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase3/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase4/index.html,complete,34.4,68.2,3,littlex2015,littlex2015,65.6,4759.0,0.656
174,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/matson3/webapp_phase3/index.html,http://www.ironhacks.com/preview/matson3/webapp_phase4/index.html,complete,99.5,100.0,3,matson3,matson3,0.5,4789.0,0.005
175,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/mdecloedt/webapp_phase3/index.html,http://www.ironhacks.com/preview/mdecloedt/webapp_phase4/index.html,complete,78.9,100.0,3,mdecloedt,mdecloedt,21.099999999999994,4819.0,0.211
176,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nbraunec/webapp_phase3/index.html,http://www.ironhacks.com/preview/nbraunec/webapp_phase4/index.html,complete,91.0,100.0,3,nbraunec,nbraunec,9.0,4849.0,0.09
177,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase3/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase4/index.html,complete,100.0,100.0,3,noah-curran,noah-curran,0.0,4879.0,0.0
178,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sanjitsama/webapp_phase3/index.html,http://www.ironhacks.com/preview/sanjitsama/webapp_phase4/index.html,complete,57.7,100.0,3,sanjitsama,sanjitsama,42.3,4909.0,0.423
179,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/shivans/webapp_phase3/index.html,http://www.ironhacks.com/preview/shivans/webapp_phase4/index.html,complete,100.0,100.0,3,shivans,shivans,0.0,4939.0,0.0
180,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/snugghash/webapp_phase3/index.html,http://www.ironhacks.com/preview/snugghash/webapp_phase4/index.html,complete,100.0,100.0,3,snugghash,snugghash,0.0,4969.0,0.0
181,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/viswapurdue/webapp_phase3/index.html,http://www.ironhacks.com/preview/viswapurdue/webapp_phase4/index.html,complete,34.6,100.0,3,viswapurdue,viswapurdue,65.4,4999.0,0.654
182,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/whipplem123/webapp_phase3/index.html,http://www.ironhacks.com/preview/whipplem123/webapp_phase4/index.html,complete,91.8,100.0,3,whipplem123,whipplem123,8.200000000000003,5029.0,0.082
183,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/zhao744/webapp_phase3/index.html,http://www.ironhacks.com/preview/zhao744/webapp_phase4/index.html,complete,94.0,100.0,3,zhao744,zhao744,6.0,5059.0,0.06
184,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/CampbellC2/webapp_phase3/index.html,http://www.ironhacks.com/preview/CampbellC2/webapp_phase4/index.html,simple,22.7,100.0,3,CampbellC2,CampbellC2,77.3,5087.0,0.773
185,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GeoffYart/webapp_phase3/index.html,http://www.ironhacks.com/preview/GeoffYart/webapp_phase4/index.html,simple,78.8,100.0,3,GeoffYart,GeoffYart,21.200000000000003,5115.0,0.212
186,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase3/index.html,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase4/index.html,simple,100.0,100.0,3,Ilyumzhinov,Ilyumzhinov,0.0,5143.0,0.0
187,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase3/index.html,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase4/index.html,simple,100.0,100.0,3,LukasMMarinovic,LukasMMarinovic,0.0,5198.0,0.0
188,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/SionHu/webapp_phase3/index.html,http://www.ironhacks.com/preview/SionHu/webapp_phase4/index.html,simple,100.0,100.0,3,SionHu,SionHu,0.0,5253.0,0.0
189,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/aclipfel/webapp_phase3/index.html,http://www.ironhacks.com/preview/aclipfel/webapp_phase4/index.html,simple,100.0,100.0,3,aclipfel,aclipfel,0.0,5281.0,0.0
190,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase3/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase4/index.html,simple,85.0,100.0,3,bzin22,bzin22,15.0,5309.0,0.15
191,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ecottle/webapp_phase3/index.html,http://www.ironhacks.com/preview/ecottle/webapp_phase4/index.html,simple,64.5,100.0,3,ecottle,ecottle,35.5,5337.0,0.355
192,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/gshowal/webapp_phase3/index.html,http://www.ironhacks.com/preview/gshowal/webapp_phase4/index.html,simple,100.0,100.0,3,gshowal,gshowal,0.0,5365.0,0.0
193,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase3/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase4/index.html,simple,100.0,100.0,3,hihms,hihms,0.0,5393.0,0.0
194,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase3/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase4/index.html,simple,53.2,89.2,3,jmamaril25,jmamaril25,46.8,5421.0,0.468
195,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase3/index.html,http://www.ironhacks.com/preview/jmhunter4711/webapp_phase4/index.html,simple,100.0,100.0,3,jmhunter4711,jmhunter4711,0.0,5449.0,0.0
196,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ko68/webapp_phase3/index.html,http://www.ironhacks.com/preview/ko68/webapp_phase4/index.html,simple,99.8,100.0,3,ko68,ko68,0.2000000000000028,5477.0,0.002
197,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurarotger/webapp_phase3/index.html,http://www.ironhacks.com/preview/laurarotger/webapp_phase4/index.html,simple,100.0,100.0,3,laurarotger,laurarotger,0.0,5505.0,0.0
198,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurenjank/webapp_phase3/index.html,http://www.ironhacks.com/preview/laurenjank/webapp_phase4/index.html,simple,100.0,100.0,3,laurenjank,laurenjank,0.0,5533.0,0.0
199,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/lennwgs/webapp_phase3/index.html,http://www.ironhacks.com/preview/lennwgs/webapp_phase4/index.html,simple,100.0,100.0,3,lennwgs,lennwgs,0.0,5561.0,0.0
200,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase3/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase4/index.html,simple,19.5,100.0,3,littlex2015,littlex2015,80.5,5589.0,0.805
201,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/matson3/webapp_phase3/index.html,http://www.ironhacks.com/preview/matson3/webapp_phase4/index.html,simple,99.4,100.0,3,matson3,matson3,0.5999999999999943,5617.0,0.006
202,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/mdecloedt/webapp_phase3/index.html,http://www.ironhacks.com/preview/mdecloedt/webapp_phase4/index.html,simple,78.9,100.0,3,mdecloedt,mdecloedt,21.099999999999994,5645.0,0.211
203,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nbraunec/webapp_phase3/index.html,http://www.ironhacks.com/preview/nbraunec/webapp_phase4/index.html,simple,91.8,100.0,3,nbraunec,nbraunec,8.200000000000003,5673.0,0.082
204,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase3/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase4/index.html,simple,100.0,100.0,3,noah-curran,noah-curran,0.0,5701.0,0.0
205,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sanjitsama/webapp_phase3/index.html,http://www.ironhacks.com/preview/sanjitsama/webapp_phase4/index.html,simple,57.7,100.0,3,sanjitsama,sanjitsama,42.3,5729.0,0.423
206,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/shivans/webapp_phase3/index.html,http://www.ironhacks.com/preview/shivans/webapp_phase4/index.html,simple,100.0,100.0,3,shivans,shivans,0.0,5757.0,0.0
207,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/snugghash/webapp_phase3/index.html,http://www.ironhacks.com/preview/snugghash/webapp_phase4/index.html,simple,100.0,100.0,3,snugghash,snugghash,0.0,5785.0,0.0
208,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/viswapurdue/webapp_phase3/index.html,http://www.ironhacks.com/preview/viswapurdue/webapp_phase4/index.html,simple,67.1,100.0,3,viswapurdue,viswapurdue,32.900000000000006,5813.0,0.329
209,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/whipplem123/webapp_phase3/index.html,http://www.ironhacks.com/preview/whipplem123/webapp_phase4/index.html,simple,95.6,100.0,3,whipplem123,whipplem123,4.400000000000006,5841.0,0.044
210,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/zhao744/webapp_phase3/index.html,http://www.ironhacks.com/preview/zhao744/webapp_phase4/index.html,simple,94.0,96.0,3,zhao744,zhao744,6.0,5869.0,0.06
211,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase4/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase5/index.html,maps,100.0,100.0,4,bzin22,bzin22,0.0,5871.0,0.0
212,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ecottle/webapp_phase4/index.html,http://www.ironhacks.com/preview/ecottle/webapp_phase5/index.html,maps,16.2,100.0,4,ecottle,ecottle,83.8,5884.0,0.838
213,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase4/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase5/index.html,maps,100.0,100.0,4,hihms,hihms,0.0,5909.0,0.0
214,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase4/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase5/index.html,maps,91.9,100.0,4,jmamaril25,jmamaril25,8.099999999999994,5922.0,0.081
215,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurenjank/webapp_phase4/index.html,http://www.ironhacks.com/preview/laurenjank/webapp_phase5/index.html,maps,22.3,100.0,4,laurenjank,laurenjank,77.7,5947.0,0.777
216,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/lennwgs/webapp_phase4/index.html,http://www.ironhacks.com/preview/lennwgs/webapp_phase5/index.html,maps,100.0,100.0,4,lennwgs,lennwgs,0.0,5960.0,0.0
217,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase4/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase5/index.html,maps,100.0,100.0,4,littlex2015,littlex2015,0.0,5973.0,0.0
218,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/matson3/webapp_phase4/index.html,http://www.ironhacks.com/preview/matson3/webapp_phase5/index.html,maps,83.4,100.0,4,matson3,matson3,16.599999999999994,5986.0,0.166
219,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase4/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase5/index.html,maps,82.6,100.0,4,noah-curran,noah-curran,17.400000000000006,6011.0,0.174
220,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/viswapurdue/webapp_phase4/index.html,http://www.ironhacks.com/preview/viswapurdue/webapp_phase5/index.html,maps,100.0,100.0,4,viswapurdue,viswapurdue,0.0,6024.0,0.0
221,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/whipplem123/webapp_phase4/index.html,http://www.ironhacks.com/preview/whipplem123/webapp_phase5/index.html,maps,100.0,100.0,4,whipplem123,whipplem123,0.0,6037.0,0.0
222,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/RCODI/webapp_phase4/index.html#1,http://www.ironhacks.com/preview/RCODI/webapp_phase5/index.html#1,charts,75.8,100.0,4,RCODI,RCODI,24.200000000000003,6050.0,0.242
223,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/CampbellC2/webapp_phase4/index.html,http://www.ironhacks.com/preview/CampbellC2/webapp_phase5/index.html,complete,55.1,74.0,4,CampbellC2,CampbellC2,44.9,6052.0,0.449
224,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase4/index.html,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase5/index.html,complete,100.0,100.0,4,Ilyumzhinov,Ilyumzhinov,0.0,6099.0,0.0
225,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase4/index.html,http://www.ironhacks.com/preview/Jordan-Loeser/webapp_phase5/index.html,complete,99.9,100.0,4,Jordan-Loeser,Jordan-Loeser,0.0999999999999943,6123.0,0.001
226,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase4/index.html,http://www.ironhacks.com/preview/LukasMMarinovic/webapp_phase5/index.html,complete,71.9,100.0,4,LukasMMarinovic,LukasMMarinovic,28.099999999999994,6147.0,0.281
227,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/RCODI/webapp_phase4/index.html,http://www.ironhacks.com/preview/RCODI/webapp_phase5/index.html,complete,75.8,100.0,4,RCODI,RCODI,24.200000000000003,6171.0,0.242
228,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/SionHu/webapp_phase4/index.html,http://www.ironhacks.com/preview/SionHu/webapp_phase5/index.html,complete,100.0,100.0,4,SionHu,SionHu,0.0,6195.0,0.0
229,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bzin22/webapp_phase4/index.html,http://www.ironhacks.com/preview/bzin22/webapp_phase5/index.html,complete,93.7,100.0,4,bzin22,bzin22,6.299999999999997,6242.0,0.063
230,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/ecottle/webapp_phase4/index.html,http://www.ironhacks.com/preview/ecottle/webapp_phase5/index.html,complete,100.0,100.0,4,ecottle,ecottle,0.0,6266.0,0.0
231,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/hihms/webapp_phase4/index.html,http://www.ironhacks.com/preview/hihms/webapp_phase5/index.html,complete,99.5,100.0,4,hihms,hihms,0.5,6313.0,0.005
232,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jmamaril25/webapp_phase4/index.html,http://www.ironhacks.com/preview/jmamaril25/webapp_phase5/index.html,complete,80.1,100.0,4,jmamaril25,jmamaril25,19.90000000000001,6337.0,0.199
233,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurarotger/webapp_phase4/index.html,http://www.ironhacks.com/preview/laurarotger/webapp_phase5/index.html,complete,100.0,100.0,4,laurarotger,laurarotger,0.0,6407.0,0.0
234,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/laurenjank/webapp_phase4/index.html,http://www.ironhacks.com/preview/laurenjank/webapp_phase5/index.html,complete,86.6,98.7,4,laurenjank,laurenjank,13.400000000000006,6431.0,0.134
235,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/lennwgs/webapp_phase4/index.html,http://www.ironhacks.com/preview/lennwgs/webapp_phase5/index.html,complete,100.0,100.0,4,lennwgs,lennwgs,0.0,6455.0,0.0
236,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/littlex2015/webapp_phase4/index.html,http://www.ironhacks.com/preview/littlex2015/webapp_phase5/index.html,complete,100.0,100.0,4,littlex2015,littlex2015,0.0,6479.0,0.0
237,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/matson3/webapp_phase4/index.html,http://www.ironhacks.com/preview/matson3/webapp_phase5/index.html,complete,90.0,100.0,4,matson3,matson3,10.0,6503.0,0.1
238,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/mdecloedt/webapp_phase4/index.html,http://www.ironhacks.com/preview/mdecloedt/webapp_phase5/index.html,complete,89.1,100.0,4,mdecloedt,mdecloedt,10.900000000000006,6527.0,0.109
239,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nbraunec/webapp_phase4/index.html,http://www.ironhacks.com/preview/nbraunec/webapp_phase5/index.html,complete,47.3,100.0,4,nbraunec,nbraunec,52.7,6551.0,0.527
240,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/noah-curran/webapp_phase4/index.html,http://www.ironhacks.com/preview/noah-curran/webapp_phase5/index.html,complete,87.2,100.0,4,noah-curran,noah-curran,12.799999999999995,6575.0,0.128
241,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sanjitsama/webapp_phase4/index.html,http://www.ironhacks.com/preview/sanjitsama/webapp_phase5/index.html,complete,45.6,100.0,4,sanjitsama,sanjitsama,54.4,6599.0,0.544
242,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/shivans/webapp_phase4/index.html,http://www.ironhacks.com/preview/shivans/webapp_phase5/index.html,complete,100.0,100.0,4,shivans,shivans,0.0,6623.0,0.0
243,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/snugghash/webapp_phase4/index.html,http://www.ironhacks.com/preview/snugghash/webapp_phase5/index.html,complete,25.2,100.0,4,snugghash,snugghash,74.8,6647.0,0.748
244,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/viswapurdue/webapp_phase4/index.html,http://www.ironhacks.com/preview/viswapurdue/webapp_phase5/index.html,complete,99.9,100.0,4,viswapurdue,viswapurdue,0.0999999999999943,6671.0,0.001
245,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/whipplem123/webapp_phase4/index.html,http://www.ironhacks.com/preview/whipplem123/webapp_phase5/index.html,complete,98.7,100.0,4,whipplem123,whipplem123,1.2999999999999972,6695.0,0.013
246,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/CampbellC2/webapp_phase4/index.html,http://www.ironhacks.com/preview/CampbellC2/webapp_phase5/index.html,simple,55.1,74.0,4,CampbellC2,CampbellC2,44.9,6719.0,0.449
247,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase4/index.html,http://www.ironhacks.com/preview/Ilyumzhinov/webapp_phase5/index.html,simple,100.0,100.0,4,Ilyumzhinov,Ilyumzhinov,0.0,6762.0,0.0
