,username,hack id,repo name,time,climate dataset,extra dataset used,extra dataset list,google api,location,using JS,mashup,readme,good readme,chart,if use library,library list,error_raw,error_normal,tech_point_raw,tech_point_normal,tech_per,tech_detail,user_requirement,user_requirement_normal,user_requirement_per,user_detail,infovis,infoVis_normal,infoVis_per,infovis_detail,combined_infovis_raw,combined_infovis_norm,combined_infovis_per,novelty,novelty_normal,novelty_per,novelty_detail,total_raw,total_norm,total_norm_per,phase
416,casc3798,unal2,IH-Project-2017-casc3798_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,"Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"jquery,bootstrap,",0.0170648464163822,98.29351535836176,8,80,74.07%,"0,1,1,1,0,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,51.85%,3,0.6666666666666667,66.67%,"3.0,0.0,0.0,;",12,187.65583419894148,66.67%,4
417,jsalcinar,unal2,IH-Project-2017-jsalcinar_webapp_phase4,Fri Nov 17 12:12:48 2017,0,3,"Fire Department Directory for New York State, New York State Career Centers, School Safety Report, ",1,1,1,1,1,1,1,1,"d3,jquery,bootstrap,",0.0266666666666666,97.33333333333334,9,90,85.19%,"0,1,1,1,1,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,51.85%,14,3.111111111111111,81.48%,"1.0,1.0,2.0,;3.0,1.0,2.0,;1.0,1.0,2.0,;",24,199.1400966183575,70.37%,4
418,Anvido,unal2,IH-Project-2017-Anvido_webapp_phase4,Fri Nov 17 12:12:48 2017,1,5,"Fire Department Directory for New York State, New York City Art Galleries, New York City Museums, NYCHA Development Data Book, Required Weather API, ",1,1,1,1,1,1,1,1,"jquery,materialize,d3,",0.0014224751066856,99.85775248933145,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,51.85%,24,5.333333333333334,88.89%,"1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;3.0,1.0,2.0,;3.0,1.0,2.0,;",35,213.88673799657784,85.19%,4
419,Jufcardenasmo,unal2,IH-Project-2017-Jufcardenasmo_webapp_phase4,Fri Nov 17 12:12:48 2017,0,2,"New York City Art Galleries, Zillow Home Value Searching API, ",1,1,1,0,0,0,1,1,"bootstrap,jquery,d3,",0.063063063063063,93.69369369369367,6,60,55.56%,"0,1,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,51.85%,4,0.8888888888888888,70.37%,"1.0,0.0,0.0,;3.0,0.0,0.0,;",11,163.2782347564956,51.85%,4
420,federgolo,unal2,IH-Project-2017-federgolo_webapp_phase4,Fri Nov 17 12:12:48 2017,0,3,"New York City Locations Providing Seasonal Flu Vaccinations, New York City Museums, Bicycle Routes Across New York State: Map, ",0,1,1,0,1,1,1,1,"d3,jquery,bootstrap,",0.0119904076738609,98.8009592326139,7,70,66.67%,"0,0,1,1,0,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.3478260869565215,51.85%,14,3.111111111111111,81.48%,"1.0,1.0,2.0,;1.0,1.0,2.0,;3.0,1.0,2.0,;",22,180.60772251763805,62.96%,4
421,serbatero,unal2,IH-Project-2017-serbatero_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],1,1,1,0,0,0,1,1,"animate,d3,jquery,bootstrap,",0.0216606498194945,97.83393501805054,6,60,59.26%,"0,1,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,85.19%,"2.0,0.0,2.0,0.0,0.0,0.0,",5,21.73913043478261,85.19%,0,0.0,0.0%,,11,201.31219588761576,74.07%,4
422,GabrielUnal,unal2,IH-Project-2017-GabrielUnal_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,1,"jquery,bootstrap,",0.0,100.0,4,40,51.85%,"0,0,0,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,77.78%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,77.78%,0,0.0,0.0%,,7,166.08695652173913,55.56%,4
423,diefrodriguezcha,unal2,IH-Project-2017-diefrodriguezcha_webapp_phase4,Fri Nov 17 12:12:48 2017,1,4,"New York City Art Galleries, New York City Museums, New York City Population By Boroughs, Required Weather API, ",0,1,1,0,1,1,1,1,"jquery,bootstrap,",0.0052015604681404,99.47984395318596,8,80,77.78%,"1,0,1,1,0,1,1,1,1,",2,40,92.59%,"1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,",11,61.11111111111112,96.3%,"2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,",13,56.52173913043478,96.3%,33,7.333333333333333,96.3%,"1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,0.0,2.0,;3.0,1.0,1.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,1.0,;3.0,1.0,2.0,;",54,299.8566555473888,96.3%,4
424,adcorredorm,unal2,IH-Project-2017-adcorredorm_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,4
425,jdgaitanf,unal2,IH-Project-2017-jdgaitanf_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,4
426,pahigueraf,unal2,IH-Project-2017-pahigueraf_webapp_phase4,Fri Nov 17 12:12:48 2017,0,6,"Fire Department Directory for New York State, Zillow Home Value Searching API, New York State Career Centers, new york address points, New York City Museums, New York City Art Galleries, ",1,1,1,1,1,1,1,1,"font-awesome,bootstrap,jquery,d3,",0.0076660988074957,99.23339011925044,9,90,88.89%,"0,1,1,1,1,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,85.19%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.73913043478261,85.19%,30,6.666666666666667,92.59%,"1.0,1.0,2.0,;3.0,1.0,2.0,;3.0,1.0,2.0,;3.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;",44,239.3783176554823,88.89%,4
427,RafaelCruz15,unal2,IH-Project-2017-RafaelCruz15_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,4
428,gimg1859,unal2,IH-Project-2017-gimg1859_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,4
429,jannMorenoJ,unal2,IH-Project-2017-jannMorenoJ_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,4
430,dahrojasca,unal2,IH-Project-2017-dahrojasca_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333333333,96.66666666666669,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.66666666666669,0.0%,4
431,FredyRosero,unal2,IH-Project-2017-FredyRosero_webapp_phase4,Fri Nov 17 12:12:48 2017,0,0,[],1,1,1,0,0,0,1,1,"jquery,bootstrap,",0.0043478260869565,99.56521739130434,6,60,62.96%,"0,1,1,1,0,0,0,1,1,",4,80,96.3%,"1.0,1.0,0.0,1.0,1.0,",6,33.33333333333333,92.59%,"1.0,1.0,2.0,1.0,0.0,1.0,",10,43.47826086956522,92.59%,0,0.0,0.0%,,16,246.5217391304348,92.59%,4
432,mdecloedt,honors0,IH-Project-2017-mdecloedt_webapp_phase5,Wed Nov 22 08:30:39 2017,1,2,"Required Weather API, Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"d3,angular,bootstrap,jquery,",0.0598130841,94.0186915888,9,90,44.44%,"1,1,1,1,0,1,1,1,1,",5,100,88.89%,"1.0,1.0,1.0,1.0,1.0,",6,33.3333333333,88.89%,"1.0,1.0,2.0,1.0,0.0,1.0,",11,47.8260869565,88.89%,8,1.7777777778,77.78%,"3.0,0.0,0.0,;3.0,1.0,1.0,;",28,281.4486432796,88.89%,5
433,Jordan-Loeser,honors0,IH-Project-2017-Jordan-Loeser_webapp_phase5,Wed Nov 22 08:30:39 2017,1,2,"Required Weather API, Zillow Home Value Searching API, ",1,1,1,0,1,1,1,1,"react,d3,jquery,",0.0099173554,99.0082644628,9,90,66.67%,"1,1,1,1,0,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,62.96%,"3.0,0.0,1.0,0.0,0.0,0.0,",5,21.7391304348,59.26%,10,2.2222222222,81.48%,"3.0,1.0,1.0,;3.0,1.0,1.0,;",24,234.7087475546,66.67%,5
434,LukasMMarinovic,honors0,IH-Project-2017-LukasMMarinovic_webapp_phase5,Wed Nov 22 08:30:39 2017,1,1,"Required Weather API, ",1,0,1,1,0,0,1,1,"d3,animate,bootstrap,jquery,",0.0366666667,96.3333333333,7,70,25.93%,"1,1,0,1,1,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,62.96%,"1.0,0.0,2.0,1.0,0.0,0.0,",5,21.7391304348,59.26%,3,0.6666666667,29.63%,"3.0,0.0,0.0,;",15,210.4782608696,40.74%,5
435,whipplem123,honors0,IH-Project-2017-whipplem123_webapp_phase5,Wed Nov 22 08:30:39 2017,0,1,"Zillow Home Value Searching API, ",1,1,1,1,1,1,1,1,"three,",0.0413793103,95.8620689655,9,90,48.15%,"0,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,22.22%,3,0.6666666667,29.63%,"3.0,0.0,0.0,;",15,212.6156921539,44.44%,5
436,SionHu,honors0,IH-Project-2017-SionHu_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,0.0%,5
437,jmamaril25,honors0,IH-Project-2017-jmamaril25_webapp_phase5,Wed Nov 22 08:30:39 2017,1,5,"New York State Career Centers, NYCHA Development Data Book, Neighborhood Names GIS, New York City Museums, Required Weather API, ",1,1,1,1,1,1,1,1,"materialize,d3,jquery,",0.0047318612,99.5268138801,10,100,88.89%,"1,1,1,1,1,1,1,1,1,",4,80,85.19%,"1.0,2.0,0.0,1.0,0.0,",11,61.1111111111,96.3%,"3.0,1.0,3.0,2.0,1.0,1.0,",15,65.2173913043,96.3%,21,4.6666666667,96.3%,"3.0,1.0,2.0,;3.0,1.0,1.0,;1.0,0.0,0.0,;1.0,1.0,2.0,;3.0,1.0,1.0,;",46,334.6282631555,96.3%,5
438,lennwgs,honors0,IH-Project-2017-lennwgs_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],1,1,1,1,0,0,1,1,"bootstrap,",0.0208333333,97.9166666667,7,70,29.63%,"0,1,1,1,1,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,22.22%,0,0.0,0.0%,,10,194.0036231884,25.93%,5
439,viswapurdue,honors0,IH-Project-2017-viswapurdue_webapp_phase5,Wed Nov 22 08:30:39 2017,1,1,"Required Weather API, ",1,1,1,1,1,1,1,1,"d3,bootstrap,jquery,",0.0330275229,96.6972477064,10,100,74.07%,"1,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,62.96%,"1.0,0.0,2.0,1.0,0.0,0.0,",5,21.7391304348,59.26%,3,0.6666666667,29.63%,"3.0,0.0,0.0,;",18,240.8421752427,77.78%,5
440,CampbellC2,honors0,IH-Project-2017-CampbellC2_webapp_phase5,Wed Nov 22 08:30:39 2017,1,1,"Required Weather API, ",1,1,1,1,0,0,1,1,"ember,animate,font-awesome,",0.0071770335,99.2822966507,8,80,37.04%,"1,1,1,1,1,0,0,1,1,",3,60,81.48%,"1.0,1.0,0.0,0.0,1.0,",3,16.6666666667,44.44%,"1.0,0.0,1.0,1.0,0.0,0.0,",6,26.0869565217,77.78%,3,0.6666666667,29.63%,"3.0,0.0,0.0,;",17,232.1228763609,59.26%,5
441,noah-curran,honors0,IH-Project-2017-noah-curran_webapp_phase5,Wed Nov 22 08:30:39 2017,1,2,"Required Weather API, New York neighborhood, ",1,1,1,0,1,1,1,1,"font-awesome,animate,",0.0117647059,98.8235294118,9,90,62.96%,"1,1,1,1,0,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",3,16.6666666667,44.44%,"1.0,0.0,2.0,0.0,0.0,0.0,",4,17.3913043478,44.44%,4,0.8888888889,59.26%,"3.0,0.0,0.0,;1.0,0.0,0.0,;",17,224.4950269963,51.85%,5
442,laurenjank,honors0,IH-Project-2017-laurenjank_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],1,1,1,1,0,0,1,0,,0.0406504065,95.9349593496,6,60,22.22%,"0,1,1,1,1,0,0,1,0,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",3,16.6666666667,44.44%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.3913043478,44.44%,0,0.0,0.0%,,10,190.7175680452,22.22%,5
443,bzin22,honors0,IH-Project-2017-bzin22_webapp_phase5,Wed Nov 22 08:30:39 2017,1,3,"Required Weather API, New York City Farmers Markets, Zillow Home Value Searching API, ",1,1,1,1,1,1,1,1,"materialize,animate,d3,jquery,",0.0277227723,97.2277227723,10,100,77.78%,"1,1,1,1,1,1,1,1,1,",5,100,88.89%,"1.0,1.0,1.0,1.0,1.0,",8,44.4444444444,92.59%,"2.0,2.0,2.0,1.0,0.0,1.0,",13,56.5217391304,92.59%,15,3.3333333333,88.89%,"3.0,1.0,1.0,;2.0,1.0,1.0,;3.0,1.0,2.0,;",38,313.6045343665,92.59%,5
444,AkaGar,honors0,IH-Project-2017-AkaGar_webapp_phase5,Wed Nov 22 08:30:39 2017,1,5,"Local Area Unemployment Statistics (LAUS) Seasonally Adjusted Data: Beginning 1976, Neighborhood Tabulation Areas, Required Weather API, New York City Museums, Housing New York Units by Building, ",1,1,1,0,1,1,1,1,"bootstrap,three,react,d3,jquery,",0.0296296296,97.037037037,9,90,51.85%,"1,1,1,1,0,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,22.22%,7,1.5555555556,74.07%,"2.0,0.0,0.0,;0.0,0.0,0.0,;3.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;",19,214.6795491143,48.15%,5
445,matson3,honors0,IH-Project-2017-matson3_webapp_phase5,Wed Nov 22 08:30:39 2017,1,1,"Required Weather API, ",1,1,1,1,1,1,1,1,"bootstrap,jquery,d3,vue,",0.0022566086,99.774339136,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",3,16.6666666667,44.44%,"2.0,0.0,1.0,0.0,0.0,0.0,",4,17.3913043478,44.44%,3,0.6666666667,29.63%,"3.0,0.0,0.0,;",17,235.2236144984,70.37%,5
446,ecottle,honors0,IH-Project-2017-ecottle_webapp_phase5,Wed Nov 22 08:30:39 2017,1,1,"Required Weather API, ",1,1,1,0,1,1,1,1,"jquery,",0.1007751938,89.9224806202,9,90,40.74%,"1,1,1,1,0,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,22.22%,3,0.6666666667,29.63%,"3.0,0.0,0.0,;",15,206.6761038086,37.04%,5
447,littlex2015,honors0,IH-Project-2017-littlex2015_webapp_phase5,Wed Nov 22 08:30:39 2017,1,2,"Required Weather API, Zillow Home Value Searching API, ",1,1,1,1,1,1,1,1,"d3,jquery,",0.0041189931,99.5881006865,10,100,92.59%,"1,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,62.96%,"2.0,0.0,2.0,0.0,0.0,0.0,",5,21.7391304348,59.26%,6,1.3333333333,66.67%,"3.0,0.0,0.0,;3.0,0.0,0.0,;",21,244.3996948894,81.48%,5
448,shivans,honors0,IH-Project-2017-shivans_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,0.0%,5
449,nbraunec,honors0,IH-Project-2017-nbraunec_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,0.0%,5
450,sanjitsama,honors0,IH-Project-2017-sanjitsama_webapp_phase5,Wed Nov 22 08:30:39 2017,0,1,"Housing New York Units by Building, ",1,1,1,1,1,1,1,1,"polyfill,bootstrap,jquery,font-awesome,d3,foundation,ember,animate,",0.0051584377,99.484156227,9,90,70.37%,"0,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,62.96%,"2.0,0.0,1.0,1.0,0.0,0.0,",5,21.7391304348,59.26%,1,0.2222222222,25.93%,"1.0,0.0,0.0,;",15,233.1846393188,62.96%,5
451,Ilyumzhinov,honors0,IH-Project-2017-Ilyumzhinov_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,0.0%,5
452,hihms,honors0,IH-Project-2017-hihms_webapp_phase5,Wed Nov 22 08:30:39 2017,0,1,"Required Weather API, ",0,1,1,0,0,0,1,1,"bootstrap,d3,jquery,",0.0127298444,98.7270155587,5,50,18.52%,"0,0,1,1,0,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",5,27.7777777778,85.19%,"2.0,0.0,2.0,1.0,0.0,0.0,",6,26.0869565217,77.78%,3,0.6666666667,29.63%,"3.0,0.0,0.0,;",14,201.5675952688,29.63%,5
453,snugghash,honors0,IH-Project-2017-snugghash_webapp_phase5,Wed Nov 22 08:30:39 2017,1,2,"Open.ny.gov API Catalog, Required Weather API, ",1,1,1,0,1,1,1,1,"materialize,react,d3,jquery,",0.0181818182,98.1818181818,9,90,55.56%,"1,1,1,1,0,1,1,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,6,1.3333333333,66.67%,"3.0,0.0,0.0,;3.0,0.0,0.0,;",15,189.5151515152,18.52%,5
454,zhao744,honors0,IH-Project-2017-zhao744_webapp_phase5,Wed Nov 22 08:30:39 2017,1,1,"Required Weather API, ",1,1,1,1,0,0,1,1,"d3,bootstrap,jquery,",0.0167910448,98.3208955224,8,80,33.33%,"1,1,1,1,1,0,0,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,22.22%,3,0.6666666667,29.63%,"3.0,0.0,0.0,;",14,205.0745187108,33.33%,5
455,aclipfel,honors0,IH-Project-2017-aclipfel_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,0.0%,5
456,ko68,honors0,IH-Project-2017-ko68_webapp_phase5,Wed Nov 22 08:30:39 2017,1,4,"Required Weather API, New York City Leading Causes of Death, Zillow Home Value Searching API, Housing New York Units by Building, ",1,1,1,1,1,1,1,1,"bootstrap,d3,jquery,",0.0051020408,99.4897959184,10,100,85.19%,"1,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",3,16.6666666667,44.44%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.3913043478,44.44%,11,2.4444444444,85.19%,"3.0,1.0,2.0,;1.0,0.0,0.0,;3.0,0.0,0.0,;1.0,0.0,0.0,;",25,236.7168490585,74.07%,5
457,GeoffYart,honors0,IH-Project-2017-GeoffYart_webapp_phase5,Wed Nov 22 08:30:39 2017,1,8,"Air Quality, New York Safety, New York State Career Centers, New York neighborhood, New York City Museums, School Safety Report, New York City Farmers Markets, Required Weather API, ",1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.0231023102,97.6897689769,10,100,81.48%,"1,1,1,1,1,1,1,1,1,",1,20,22.22%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,22.22%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,22.22%,16,3.5555555556,92.59%,"2.0,0.0,0.0,;3.0,0.0,0.0,;3.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;2.0,0.0,0.0,;3.0,0.0,0.0,;",29,227.3322810542,55.56%,5
458,gshowal,honors0,IH-Project-2017-gshowal_webapp_phase5,Wed Nov 22 08:30:39 2017,1,1,"Required Weather API, ",1,1,1,0,1,1,1,1,"d3,bootstrap,jquery,",0.0161117078,98.3888292159,9,90,59.26%,"1,1,1,1,0,1,1,1,1,",5,100,88.89%,"1.0,1.0,1.0,1.0,1.0,",4,22.2222222222,62.96%,"1.0,1.0,1.0,1.0,0.0,0.0,",9,39.1304347826,85.19%,5,1.1111111111,62.96%,"3.0,1.0,1.0,;",23,267.7608098922,85.19%,5
459,Nigogu,unal0,IH-Project-2017-Nigogu_webapp_phase5,Wed Nov 22 08:30:39 2017,1,6,"New York City Art Galleries, Fire Department Directory for New York State, New York City Museums, Bank-Owned ATM Locations in New York State, Required Weather API, Housing New York Units by Building, ",1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.006122449,99.387755102,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,70.37%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.7391304348,70.37%,24,5.3333333333,96.3%,"1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;2.0,1.0,2.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;",39,248.1993493049,85.19%,5
460,Daryhez,unal0,IH-Project-2017-Daryhez_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
461,daapinzonch,unal0,IH-Project-2017-daapinzonch_webapp_phase5,Wed Nov 22 08:30:39 2017,0,3,"NYCHA Development Data Book, NYC City Hall Library Catalog, New York City Museums, ",1,0,1,0,0,0,1,1,"d3,bootstrap,jquery,",0.0149253731,98.5074626866,5,50,59.26%,"0,1,0,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",3,16.6666666667,66.67%,"0.0,0.0,2.0,0.0,1.0,0.0,",4,17.3913043478,66.67%,7,1.5555555556,81.48%,"3.0,1.0,1.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;",16,184.8456269378,55.56%,5
462,fewilchesc,unal0,IH-Project-2017-fewilchesc_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,0,0,0,0,0,0,,0.0,100.0,1,10,0.0%,"0,0,0,0,0,0,0,0,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,1,110.0,0.0%,5
463,JorgeTorresC,unal0,IH-Project-2017-JorgeTorresC_webapp_phase5,Wed Nov 22 08:30:39 2017,0,2,"New York City Museums, Zillow Home Value Searching API, ",0,1,1,0,0,0,1,1,"d3,animate,bootstrap,jquery,",0.0370994941,96.2900505902,5,50,44.44%,"0,0,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,70.37%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.7391304348,70.37%,10,2.2222222222,85.19%,"1.0,1.0,2.0,;3.0,1.0,2.0,;",20,191.990533682,66.67%,5
