,username,hack id,repo name,time,climate dataset,extra dataset used,extra dataset list,google api,location,using JS,mashup,readme,good readme,chart,if use library,library list,error_raw,error_normal,tech_point_raw,tech_point_normal,tech_per,tech_detail,user_requirement,user_requirement_normal,user_requirement_per,user_detail,infovis,infoVis_normal,infoVis_per,infovis_detail,combined_infovis_raw,combined_infovis_norm,combined_infovis_per,novelty,novelty_normal,novelty_per,novelty_detail,total_raw,total_norm,total_norm_per,phase
464,anythinglord,unal0,IH-Project-2017-anythinglord_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
465,criscapunal,unal0,IH-Project-2017-criscapunal_webapp_phase5,Wed Nov 22 08:30:39 2017,1,1,"Required Weather API, ",1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.0082417582,99.1758241758,8,80,85.19%,"1,1,1,1,1,0,0,1,1,",2,40,92.59%,"1.0,0.0,1.0,0.0,0.0,",6,33.3333333333,88.89%,"2.0,1.0,1.0,1.0,1.0,0.0,",8,34.7826086957,92.59%,3,0.6666666667,66.67%,"3.0,0.0,0.0,;",19,249.4077082338,88.89%,5
466,dieguischa,unal0,IH-Project-2017-dieguischa_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
467,Orloffyeah,unal0,IH-Project-2017-Orloffyeah_webapp_phase5,Wed Nov 22 08:30:39 2017,1,1,"Required Weather API, ",1,1,1,1,1,1,1,1,"bootstrap,d3,jquery,",0.0080424642,99.1957535789,10,100,92.59%,"1,1,1,1,1,1,1,1,1,",5,100,96.3%,"1.0,1.0,1.0,1.0,1.0,",8,44.4444444444,96.3%,"1.0,0.0,1.0,2.0,2.0,2.0,",13,56.5217391304,96.3%,5,1.1111111111,77.78%,"3.0,1.0,1.0,;",28,313.3503429509,96.3%,5
468,SergioLopez40,unal0,IH-Project-2017-SergioLopez40_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,1,1,0,1,1,1,0,,0.0438596491,95.6140350877,6,60,66.67%,"0,0,1,1,0,1,1,1,0,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,51.85%,0,0.0,0.0%,,9,181.7009916095,51.85%,5
469,DiegoAraque1207,unal0,IH-Project-2017-DiegoAraque1207_webapp_phase5,Wed Nov 22 08:30:39 2017,0,1,"Housing New York Units by Building, ",0,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0136363636,98.6363636364,5,50,62.96%,"0,0,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,70.37%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.7391304348,70.37%,3,0.6666666667,66.67%,"1.0,1.0,1.0,;",13,192.7812911726,74.07%,5
470,olimita,unal0,IH-Project-2017-olimita_webapp_phase5,Wed Nov 22 08:30:39 2017,1,4,"Required Weather API, New York City Museums, New York Safety, Housing New York Units by Building, ",1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.0169811321,98.3018867925,10,100,88.89%,"1,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",6,33.3333333333,88.89%,"2.0,0.0,2.0,1.0,1.0,0.0,",7,30.4347826087,88.89%,14,3.1111111111,88.89%,"3.0,0.0,0.0,;1.0,1.0,2.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;",31,262.282563121,92.59%,5
471,yaochoal,unal0,IH-Project-2017-yaochoal_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],1,1,1,1,0,0,1,1,"bootstrap,d3,jquery,",0.018957346,98.1042654028,7,70,81.48%,"0,1,1,1,1,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,51.85%,0,0.0,0.0%,,10,194.1912219246,77.78%,5
472,Gavnic,unal0,IH-Project-2017-Gavnic_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
473,Joacampora,unal0,IH-Project-2017-Joacampora_webapp_phase5,Wed Nov 22 08:30:39 2017,0,4,"New York City Art Galleries, New York City Locations Providing Seasonal Flu Vaccinations, NYCHA Development Data Book, New York City Museums, ",0,1,1,0,0,0,1,1,"d3,bootstrap,jquery,",0.0164233577,98.3576642336,5,50,51.85%,"0,0,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,70.37%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.7391304348,70.37%,15,3.3333333333,92.59%,"1.0,1.0,2.0,;1.0,1.0,2.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;",25,195.1692584365,81.48%,5
474,Ozai98,unal0,IH-Project-2017-Ozai98_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
475,nviverosb,unal0,IH-Project-2017-nviverosb_webapp_phase5,Wed Nov 22 08:30:39 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
476,Sariilan,unal0,IH-Project-2017-Sariilan_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
477,Alekzu,unal0,IH-Project-2017-Alekzu_webapp_phase5,Wed Nov 22 08:30:40 2017,1,1,"Required Weather API, ",1,1,1,0,0,0,1,0,,0.0114942529,98.8505747126,6,60,74.07%,"1,1,1,1,0,0,0,1,0,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,51.85%,3,0.6666666667,66.67%,"3.0,0.0,0.0,;",12,185.6041979011,59.26%,5
478,vvargasd,unal0,IH-Project-2017-vvargasd_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
479,biherrerap,unal0,IH-Project-2017-biherrerap_webapp_phase5,Wed Nov 22 08:30:40 2017,0,1,"Housing New York Units by Building, ",0,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0307167235,96.9283276451,5,50,48.15%,"0,0,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",1,5.5555555556,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.6956521739,44.44%,1,0.2222222222,55.56%,"1.0,0.0,0.0,;",8,164.5418542151,44.44%,5
480,bfprietoc,unal0,IH-Project-2017-bfprietoc_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
481,LauraMolina,unal0,IH-Project-2017-LauraMolina_webapp_phase5,Wed Nov 22 08:30:40 2017,0,1,"Fire Department Directory for New York State, ",0,1,1,0,0,0,1,1,"font-awesome,bootstrap,jquery,",0.0155642023,98.4435797665,5,50,55.56%,"0,0,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",4,22.2222222222,70.37%,"2.0,0.0,2.0,0.0,0.0,0.0,",5,21.7391304348,70.37%,1,0.2222222222,55.56%,"1.0,0.0,0.0,;",11,192.1440628583,70.37%,5
482,Acreed21,unal0,IH-Project-2017-Acreed21_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.0434782609,95.652173913,7,70,77.78%,"0,1,1,1,1,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,51.85%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,51.85%,0,0.0,0.0%,,10,191.7391304348,62.96%,5
483,Camiioo,unal0,IH-Project-2017-Camiioo_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
484,frnkbs,unal0,IH-Project-2017-frnkbs_webapp_phase5,Wed Nov 22 08:30:40 2017,0,1,"Housing New York Units by Building, ",1,1,1,0,0,0,1,1,"d3,bootstrap,",0.0196078431,98.0392156863,6,60,70.37%,"0,1,1,1,0,0,0,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",1,5.5555555556,44.44%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.6956521739,44.44%,1,0.2222222222,55.56%,"1.0,0.0,0.0,;",9,175.6527422563,48.15%,5
485,Jfcastroh,unal0,IH-Project-2017-Jfcastroh_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
486,evilcucaracha,unal1,IH-Project-2017-evilcucaracha_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
487,JulianM96,unal1,IH-Project-2017-JulianM96_webapp_phase5,Wed Nov 22 08:30:40 2017,1,1,"Required Weather API, ",1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.0389972145,96.1002785515,8,80,85.19%,"1,1,1,1,1,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",7,38.8888888889,96.3%,"3.0,0.0,3.0,1.0,0.0,0.0,",8,34.7826086957,92.59%,3,0.6666666667,66.67%,"3.0,0.0,0.0,;",19,246.3321626095,88.89%,5
488,Saariasba,unal1,IH-Project-2017-Saariasba_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
489,tres-iqus,unal1,IH-Project-2017-tres-iqus_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,0,0,0,0,0,0,,0.0,100.0,1,10,0.0%,"0,0,0,0,0,0,0,0,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,1,110.0,0.0%,5
490,cglaitong,unal1,IH-Project-2017-cglaitong_webapp_phase5,Wed Nov 22 08:30:40 2017,1,7,"New York City Art Galleries, New York State Career Centers, Required Weather API, New York City Museums, NYCHA Development Data Book, New York City Locations Providing Seasonal Flu Vaccinations, Directory Of DCP Offices, ",1,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0064864865,99.3513513514,9,90,96.3%,"1,1,1,1,0,1,1,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",5,27.7777777778,77.78%,"1.0,0.0,2.0,1.0,1.0,0.0,",6,26.0869565217,77.78%,30,6.6666666667,92.59%,"1.0,1.0,2.0,;3.0,1.0,2.0,;3.0,2.0,1.0,;1.0,1.0,2.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;0.0,1.0,2.0,;",45,248.1919310615,92.59%,5
491,DaniCastel,unal1,IH-Project-2017-DaniCastel_webapp_phase5,Wed Nov 22 08:30:40 2017,0,3,"New York City Art Galleries, Bicycle Routes Across New York State: Map, New York City Museums, ",1,1,1,1,0,0,1,1,"d3,animate,bootstrap,jquery,",0.0083472454,99.1652754591,7,70,81.48%,"0,1,1,1,1,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",5,27.7777777778,77.78%,"1.0,0.0,2.0,1.0,1.0,0.0,",6,26.0869565217,77.78%,14,3.1111111111,81.48%,"1.0,1.0,2.0,;3.0,1.0,2.0,;1.0,1.0,2.0,;",27,224.4502996137,81.48%,5
492,BrandonAvilanR,unal1,IH-Project-2017-BrandonAvilanR_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
493,alejosaur,unal1,IH-Project-2017-alejosaur_webapp_phase5,Wed Nov 22 08:30:40 2017,1,6,"New York City Art Galleries, Bicycle Routes Across New York State: Map, Required Weather API, New York City Museums, New York City Locations Providing Seasonal Flu Vaccinations, Housing New York Units by Building, ",1,1,1,1,0,0,1,1,"bootstrap,animate,d3,jquery,",0.0242587601,97.5741239892,8,80,88.89%,"1,1,1,1,1,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",5,27.7777777778,77.78%,"1.0,0.0,2.0,1.0,1.0,0.0,",6,26.0869565217,77.78%,27,6.0,88.89%,"1.0,1.0,2.0,;3.0,1.0,2.0,;3.0,2.0,1.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,1.0,;",41,235.7480370327,85.19%,5
494,jaasuarezvi,unal1,IH-Project-2017-jaasuarezvi_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
495,jdsolanos,unal1,IH-Project-2017-jdsolanos_webapp_phase5,Wed Nov 22 08:30:40 2017,0,2,"New York City Art Galleries, New York City Museums, ",1,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0328947368,96.7105263158,6,60,62.96%,"0,1,1,1,0,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,59.26%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,59.26%,2,0.4444444444,62.96%,"1.0,0.0,0.0,;1.0,0.0,0.0,;",11,183.241927282,62.96%,5
496,DavidsMartinez,unal1,IH-Project-2017-DavidsMartinez_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
497,Biopeligro,unal1,IH-Project-2017-Biopeligro_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
498,garayf,unal1,IH-Project-2017-garayf_webapp_phase5,Wed Nov 22 08:30:40 2017,0,3,"New York City Art Galleries, NYCHA Development Data Book, New York City Museums, ",1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.0179514256,98.2048574446,7,70,74.07%,"0,1,1,1,1,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",3,16.6666666667,70.37%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.3913043478,70.37%,11,2.4444444444,77.78%,"1.0,1.0,2.0,;3.0,0.0,0.0,;1.0,1.0,2.0,;",22,205.4319105847,74.07%,5
499,jaleonro,unal1,IH-Project-2017-jaleonro_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],1,1,1,1,0,0,1,1,"bootstrap,jquery,",0.0169014085,98.3098591549,7,70,77.78%,"0,1,1,1,1,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",5,27.7777777778,77.78%,"1.0,0.0,2.0,1.0,1.0,0.0,",6,26.0869565217,77.78%,0,0.0,0.0%,,13,220.4837721984,77.78%,5
500,facuellarg,unal1,IH-Project-2017-facuellarg_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
501,Caadiazsi,unal1,IH-Project-2017-Caadiazsi_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
502,sebcamacho1703,unal1,IH-Project-2017-sebcamacho1703_webapp_phase5,Wed Nov 22 08:30:40 2017,0,5,"New York City Art Galleries, New York City Locations Providing Seasonal Flu Vaccinations, New York City Museums, Fire Department Directory for New York State, Alternative Fuel Stations in New York, ",1,1,1,0,0,0,1,1,"d3,bootstrap,jquery,",0.0267260579,97.3273942094,6,60,66.67%,"0,1,1,1,0,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",3,16.6666666667,70.37%,"1.0,0.0,1.0,0.0,1.0,0.0,",4,17.3913043478,70.37%,21,4.6666666667,85.19%,"1.0,2.0,2.0,;1.0,2.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;0.0,1.0,2.0,;",31,196.7766695717,70.37%,5
503,xFortich,unal1,IH-Project-2017-xFortich_webapp_phase5,Wed Nov 22 08:30:40 2017,0,3,"New York City Art Galleries, New York City Museums, Zillow Home Value Searching API, ",1,1,1,0,0,0,1,1,"animate,bootstrap,jquery,",0.0022753129,99.7724687144,6,60,70.37%,"0,1,1,1,0,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,59.26%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,59.26%,9,2.0,70.37%,"1.0,1.0,1.0,;1.0,1.0,1.0,;3.0,0.0,0.0,;",18,187.8594252362,66.67%,5
504,Gusgal03,unal1,IH-Project-2017-Gusgal03_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
505,Juankmilo97,unal1,IH-Project-2017-Juankmilo97_webapp_phase5,Wed Nov 22 08:30:40 2017,0,4,"New York City Art Galleries, New York City Locations Providing Seasonal Flu Vaccinations, New York City Museums, School Safety Report, ",0,1,1,0,0,0,1,1,"bootstrap,jquery,",0.0310344828,96.8965517241,5,50,59.26%,"0,0,1,1,0,0,0,1,1,",1,20,59.26%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,59.26%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,59.26%,10,2.2222222222,74.07%,"1.0,1.0,1.0,;1.0,1.0,1.0,;1.0,1.0,1.0,;1.0,0.0,0.0,;",18,175.2057304681,59.26%,5
506,alebautis,unal1,IH-Project-2017-alebautis_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
507,sarguellesr,unal1,IH-Project-2017-sarguellesr_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
508,davideperdomo,unal1,IH-Project-2017-davideperdomo_webapp_phase5,Wed Nov 22 08:30:40 2017,1,7,"New York City Art Galleries, Air Quality, Neighborhood Tabulation Areas, New York City Museums, NYCHA Development Data Book, Bank-Owned ATM Locations in New York State, Required Weather API, ",0,1,1,0,1,1,1,1,"bootstrap,d3,jquery,",0.0007256894,99.9274310595,8,80,92.59%,"1,0,1,1,0,1,1,1,1,",5,100,96.3%,"1.0,1.0,1.0,1.0,1.0,",6,33.3333333333,92.59%,"1.0,1.0,1.0,1.0,1.0,1.0,",11,47.8260869565,96.3%,31,6.8888888889,96.3%,"1.0,1.0,2.0,;2.0,1.0,2.0,;0.0,2.0,2.0,;1.0,1.0,2.0,;3.0,0.0,0.0,;2.0,1.0,2.0,;3.0,2.0,1.0,;",50,282.4684938614,96.3%,5
509,JamerMejiaGarcia,unal1,IH-Project-2017-JamerMejiaGarcia_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
510,nikolasto,unal1,IH-Project-2017-nikolasto_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
511,gahormigag,unal1,IH-Project-2017-gahormigag_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
512,ayperezc,unal1,IH-Project-2017-ayperezc_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,3.7%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,3.7%,5
513,anferoar96,unal2,IH-Project-2017-anferoar96_webapp_phase5,Wed Nov 22 08:30:40 2017,0,1,"New York City Museums, ",1,1,1,1,1,1,1,1,"bootstrap,jquery,",0.0343347639,96.5665236052,9,90,81.48%,"0,1,1,1,1,1,1,1,1,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",2,11.1111111111,59.26%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.0434782609,59.26%,4,0.8888888889,62.96%,"1.0,1.0,2.0,;",16,213.5423690158,66.67%,5
514,StevenEsmar,unal2,IH-Project-2017-StevenEsmar_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],1,1,1,0,1,1,1,0,,0.0487804878,95.1219512195,7,70,55.56%,"0,1,1,1,0,1,1,1,0,",1,20,44.44%,"1.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",1,4.347826087,44.44%,0,0.0,0.0%,,8,173.8176033934,51.85%,5
515,dcastanedar,unal2,IH-Project-2017-dcastanedar_webapp_phase5,Wed Nov 22 08:30:40 2017,0,0,[],0,0,1,0,0,0,1,0,,0.0333333333,96.6666666667,3,30,0.0%,"0,0,0,1,0,0,0,1,0,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,0,0.0,0.0%,,3,126.6666666667,0.0%,5
